	S62	S63	S64	S65	S66	S68	S69	S71	S72	S74	S82	S83	S84	S85	S86
P161-PWY	13812.947568164474	0.0	22559.222908281627	2194.9165847205263	590.5265567541687	1164.6291608457313	496.7715708054904	2828.9762174355474	3371.3829734093947	3654.6970091555017	8330.886980390143	2407.730064466279	7449.662736681097	5411.500004462728	4854.985807139545
P162-PWY	2951.671472336233	0.0	1983.7820025389865	0.0	0.0	0.5577301707403476	0.0	0.0	0.0	0.0	1911.0287794426895	277.53975901332643	1611.4558598885585	804.3167199905631	340.3678815747384
P163-PWY	1002.4189053108923	0.0	7168.217842819256	0.0	372.84206671195324	99.85198395755584	164.71488767974225	0.0	338.89918053806815	235.81279414619053	4133.028992499588	719.2916400929653	4036.8426927992473	1858.3254273446264	647.6214378007412
P164-PWY	6926.035360219505	0.0	22461.593560675225	0.0	587.560511523693	1083.8129999924167	40.230813047349564	2151.2886683692477	1810.3781751269153	2217.0080699382934	10514.816829149719	781.0853471789853	8694.724240142385	4102.496139071625	3250.9064362458903
P184-PWY	336.10851061581616	0.0	180.27728856483304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006771391969632959	200.53113961910188
P221-PWY	2740.7297412037015	0.0	93.56658998491886	0.0	0.0	0.2287517205650088	0.0	0.0	0.0	4227.9086313893995	91.46152494803971	0.0	224.40660936641598	243.225865699545	429.4518569627104
P23-PWY	7495.168495572009	0.0	7858.179136246342	0.0	0.0	0.792710119808856	0.0	382.6221269456598	1190.5502662817046	2750.6685185716447	4111.014492471397	957.4785827442987	5184.013319293271	3766.4482247619108	2233.7661800775454
P241-PWY	0.0	0.0	198.89860007751534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.44567156086025	142.99877097475388	36.947807034393676	276.62244909589106	5.308667444216714
P261-PWY	0.0	0.0	2.377102377504587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.32753369915292	38.26407244164133	252.2328384390334	1.6378596752131989
P281-PWY	487.1245405841786	0.0	0.11250798316513139	0.0	0.0	0.0	0.0	0.0	0.0	2579.6791324810224	0.0	0.0	0.234345218856443	0.07359340347060803	260.20718352751106
P341-PWY	0.0	0.0	39.482183251312506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.20462985535886	105.6642743724412	689.9314943172872	6.517633072138821
P381-PWY	1484.68636499269	0.0	836.1684869713579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358.0036204365987
P4-PWY	10009.339502649258	0.0	15670.303792181972	0.0	251.36003837052218	641.8759093154179	192.16142494161286	1832.4120452456357	2142.5200207111193	1993.1459091508111	6414.664520135584	1198.148680557474	5696.972070210219	4628.728326502459	3250.8517811331826
P42-PWY	8443.771591460165	0.0	12547.929153005412	0.0	376.8409011981779	2.079599156591067	289.2098039743972	515.5363684769297	1773.4138950015918	2203.2074192846694	6988.743864877905	1705.8883354512384	7816.01361979693	6144.404134668968	2876.6926532525054
P441-PWY	9328.02149055897	0.0	17570.060944353783	0.0	422.2716789134846	665.2677344690982	116.5694861780331	2079.5490310760965	2518.2457676002296	462.3546706793057	7651.722746125959	1469.9859406290109	6886.05148581643	4030.2466302763596	3499.7414050892
P461-PWY	6419.3567729584365	0.0	10598.731370342339	1652.6971469903428	214.12637759548304	463.944061433797	302.1946769893249	1420.3849485987603	1607.8728150251272	355.7090935466815	4061.449007564909	390.7493007522531	2844.233426632347	1666.2774143549211	1522.140214264738
P562-PWY	964.2217475249572	58.24889402313125	5123.53363077468	0.0	300.07026082644074	105.92744342439634	0.0	449.8081408803524	372.75434783980745	11.013693346388981	2571.764799531696	257.39540770658004	2186.202633444	693.2226962854473	591.0720465659139
P621-PWY	0.0	0.0	0.008618901972027247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.68538971352075
PANTO-PWY	9273.64005195217	103.13345896534685	15862.908234440767	1322.7663772890191	469.4646005312478	760.746154521503	559.3812991646811	1949.0985607848813	1762.5375280941153	3072.060665981967	7696.153897429109	1619.3840328909203	8145.633708849226	5669.23696930484	3062.445438721456
PANTOSYN-PWY	10301.252582816856	99.75658788813502	16818.06257907516	1369.12634085875	370.7070265288579	781.0029732515612	624.9405468165027	2073.8473118257884	2054.581041553087	3231.383901758009	8110.041656873275	1906.1883336237593	7782.355934662314	6264.392370633894	3429.1421601459674
PENTOSE-P-PWY	6956.760876742901	0.0	6987.818900622937	462.9752233587815	0.0	15.502942207934282	112.85835495379179	292.45774660037483	1230.9429352971442	17.884454764670114	2887.3629316480024	1240.57759607364	3899.09154422675	3170.6480642852184	2385.6598405258296
PEPTIDOGLYCANSYN-PWY	14777.983116040275	204.42105263157893	22720.40390533149	1661.8101478618885	652.7749553509863	967.3405530933641	814.1379844626072	2499.4787862769776	2831.610977460364	3722.134496777462	10347.866566958326	2430.5035599166486	9912.677272714556	7781.202953403053	4375.919037033569
